QGC WPL 110
0	1	0	16	0	0	0	0	55.6471645	37.5164001	0.000000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64715020	37.51638090	1.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64721500	37.51622840	1.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64723660	37.51625710	1.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64719600	37.51635240	1.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64719960	37.51639700	1.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64719150	37.51641610	1.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64721300	37.51644490	1.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64725080	37.51635590	1.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64727230	37.51638460	1.000000	1
11	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64727950	37.51639420	1.000000	1
12	0	3	93	3.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
13	0	3	183	5.00000000	1200.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
14	0	3	93	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
15	0	3	183	5.00000000	1800.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
16	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64728130	37.51641650	1.000000	1
17	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64730280	37.51644520	1.000000	1
18	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	55.64726500	37.51653420	1.000000	1
19	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
